State,p_county,ylat,xlong,p_year,p_cap_ac,p_cap_dc,Average GDP from 2010 to 2020(unit 1 million dollar),% Sun,Total Hours,Clear Days,Population,Empolyment Number,consumption (MWh),expenditures ('000 $),house_price
GA,Mitchell,31.194024,-84.131157,2020,57.5,78,424075.2292,66,2986,112,22778,11205,140253,16983,"131,730"
GA,DeKalb,33.663451,-84.33559,2011,1,1,424075.2292,66,2986,112,70937,35408,358945,40409,"151,870"
GA,Upson,32.920656,-84.343398,2012,1,1,424075.2292,66,2986,112,26394,11274,141153,17070,"170,740"
GA,Mitchell,31.185602,-84.134111,2013,16,20.3,424075.2292,66,2986,112,22778,11205,140253,16983,"131,730"
GA,Jeff Davis,31.820154,-82.59871,2016,52.5,71.3,424075.2292,66,2986,112,14953,7240,87705,10586,"132,770"
GA,Lanier,31.0273,-83.055104,2013,1.8,2,424075.2292,66,2986,112,10382,1616,58269,7051,"172,780"
GA,Meriwether,32.964071,-84.542762,2013,2.4,3.2,424075.2292,66,2986,112,21195,6754,128514,15498,"165,110"
GA,Jefferson,32.88354,-82.411115,2014,1,1.2,424075.2292,66,2986,112,659096,625483,3562272,450040,"259,350"
GA,Lowndes,30.807379,-83.229101,2013,1,1.3,424075.2292,66,2986,112,10565,3599,63789,8086,"99,570"
GA,Meriwether,33.04503,-84.715253,2014,1,2,424075.2292,66,2986,112,21195,6754,128514,15498,"165,110"
GA,Cook,31.04184,-83.385387,2014,1,1,424075.2292,66,2986,112,17103,6321,97102,11710,"162,580"
GA,Putnam,33.307238,-83.392197,2016,1,1.4,424075.2292,66,2986,112,72304,24982,345578,35569,"168,300"
GA,Walton,33.838845,-83.637956,2015,1,1.3,424075.2292,66,2986,112,61528,39295,337895,44443,"575,050"
GA,Walton,33.736503,-83.696707,2016,2.5,3.3,424075.2292,66,2986,112,61528,39295,337895,44443,"575,050"
GA,Laurens,32.581393,-82.925982,2015,4.1,4.4,424075.2292,66,2986,112,47802,30684,280092,33908,"162,430"
GA,Early,31.13629,-85.030999,2017,1.5,1.8,424075.2292,66,2986,112,10480,5587,69427,8407,"175,930"
GA,Colquitt,31.218422,-83.780523,2017,1.6,2,424075.2292,66,2986,112,46002,22175,255758,29966,"143,450"
GA,Lowndes,30.856749,-83.341932,2017,1.2,1.5,424075.2292,66,2986,112,10565,3599,63789,8086,"99,570"
GA,Walton,33.844908,-83.697125,2018,3,4,424075.2292,66,2986,112,61528,39295,337895,44443,"575,050"
GA,Mitchell,31.282908,-84.219817,2020,171.4,224,424075.2292,66,2986,112,22778,11205,140253,16983,"131,730"
GA,Terrell,31.863556,-84.359425,2020,74,105.5,424075.2292,66,2986,112,9132,3163,57288,6935,"127,560"
GA,Lowndes,30.953218,-83.216378,2020,49.5,66.2,424075.2292,66,2986,112,10565,3599,63789,8086,"99,570"
GA,Effingham,32.232811,-81.366271,2019,3.6,4.7,424075.2292,66,2986,112,55852,15309,307585,37204,"360,000"
GA,Burke,33.102202,-82.009988,2019,2.4,3.2,424075.2292,66,2986,112,22838,11590,135282,16378,"122,090"
GA,Terrell,31.823012,-84.381175,2019,1.9,2.5,424075.2292,66,2986,112,9132,3163,57288,6935,"127,560"
GA,Columbia,33.434376,-82.193075,2018,1.4,1.8,424075.2292,66,2986,112,24168,14272,133098,13669,"151,470"
GA,Muscogee,32.49366,-84.861849,2019,1.5,2.1,424075.2292,66,2986,112,200303,155491,957376,115827,"237,520"
GA,Thomas,30.991082,-84.065283,2019,1.4,1.9,424075.2292,66,2986,112,44977,31872,274338,33674,"235,720"
GA,Richmond,33.363401,-82.021819,2018,2.3,2.8,424075.2292,66,2986,112,201418,175110,954688,115540,"178,610"
GA,Troup,32.895432,-84.89324,2019,2.3,2.9,424075.2292,66,2986,112,69314,66800,375220,45446,"242,840"
GA,Sumter,32.183004,-84.14865,2019,1.4,1.8,424075.2292,66,2986,112,13285,4643,72632,9181,"95,410"
GA,Troup,32.999418,-85.034309,2019,2.3,3,424075.2292,66,2986,112,69314,66800,375220,45446,"242,840"
GA,Colquitt,31.074199,-83.597505,2020,20,30,424075.2292,66,2986,112,46002,22175,255758,29966,"143,450"
GA,Tattnall,32.036284,-82.140822,2015,1.1,1.7,424075.2292,66,2986,112,25260,6478,128096,15489,"138,850"
GA,Lowndes,30.833214,-83.219904,2020,1.5,2,424075.2292,66,2986,112,10565,3599,63789,8086,"99,570"
GA,Lowndes,30.690041,-83.165689,2020,2.3,3,424075.2292,66,2986,112,10565,3599,63789,8086,"99,570"
GA,Terrell,31.788592,-84.457851,2020,1.7,2.3,424075.2292,66,2986,112,9132,3163,57288,6935,"127,560"
GA,Richmond,33.336188,-82.060817,2019,2.5,3.5,424075.2292,66,2986,112,201418,175110,954688,115540,"178,610"
GA,Columbia,33.568359,-82.302452,2020,2,2.6,424075.2292,66,2986,112,24168,14272,133098,13669,"151,470"
GA,Wayne,31.602277,-81.93409,2020,2.6,3.5,424075.2292,66,2986,112,30006,11531,160576,19381,"180,530"
GA,Emanuel,32.605255,-82.320635,2017,2.9,4.3,424075.2292,66,2986,112,22723,10572,130090,15732,"114,370"
GA,Madison,34.09495,-83.145001,2018,2.2,2.8,424075.2292,66,2986,112,349973,317160,2189561,211792,"365,380"
GA,Early,31.404758,-84.837215,2021,20,29,424075.2292,66,2986,112,10480,5587,69427,8407,"175,930"
GA,Brooks,30.855595,-83.647783,2019,150,225,424075.2292,66,2986,112,15645,4230,101629,12255,"145,180"
GA,Telfair,32.057556,-82.872975,2018,1.9,2.7,424075.2292,66,2986,112,16405,3943,80353,9722,"102,500"
GA,Decatur,30.742394,-84.662847,2021,213,298,424075.2292,66,2986,112,27237,12767,175990,21318,"179,350"
GA,Bulloch,32.383984,-81.684951,2020,2.7,3.6,424075.2292,66,2986,112,73141,35360,381859,46131,"253,810"
GA,Greene,33.63491,-83.092981,2020,3,4,424075.2292,66,2986,112,8587,2580,47521,6005,"100,520"
GA,Franklin,34.448944,-83.094735,2020,3,4,424075.2292,66,2986,112,31573,19247,168207,20663,"146,540"
GA,Meriwether,32.880216,-84.649269,2020,3,4,424075.2292,66,2986,112,21195,6754,128514,15498,"165,110"
GA,Murray,34.768314,-84.816748,2020,3,4,424075.2292,66,2986,112,39358,15632,217616,25300,"192,120"
GA,Putnam,33.31818,-83.401788,2020,2.7,3.6,424075.2292,66,2986,112,72304,24982,345578,35569,"168,300"
GA,Troup,32.89955,-84.894069,2020,1.5,2,424075.2292,66,2986,112,69314,66800,375220,45446,"242,840"
GA,Bleckley,32.368429,-83.368329,2019,2.6,3.5,424075.2292,66,2986,112,12835,2884,66020,7987,"157,980"
GA,Harris,32.795394,-84.694288,2020,2.1,2.8,424075.2292,66,2986,112,32992,8398,202752,24543,"331,050"
GA,Polk,34.020625,-85.278249,2019,2.2,3,424075.2292,66,2986,112,20290,9873,98302,9257,"154,040"
GA,Bibb,32.6863,-83.627267,2021,128,175,424075.2292,66,2986,112,22572,6699,117401,14858,"139,800"
GA,Stewart,32.026785,-84.736729,2021,100,140,424075.2292,66,2986,112,5791,987,24366,2949,"71,800"
GA,Appling,31.876324,-82.328343,2020,25,37,424075.2292,66,2986,112,18410,10705,108760,13128,"123,420"
GA,Brooks,30.874286,-83.659685,2021,150,210,424075.2292,66,2986,112,15645,4230,101629,12255,"145,180"
GA,Bibb,32.777851,-83.758913,2019,1,1.3,424075.2292,66,2986,112,22572,6699,117401,14858,"139,800"
GA,Twiggs,32.582056,-83.510832,2020,204,261,424075.2292,66,2986,112,8363,1877,44063,5327,"98,970"
GA,Houston,32.378177,-83.762316,2021,68,98,424075.2292,66,2986,112,103891,86388,602675,72556,"221,820"
GA,Liberty,31.901626,-81.590048,2016,30,43.5,424075.2292,66,2986,112,8285,2240,36836,4466,"151,060"
GA,Stewart,32.091036,-84.678297,2014,1,1,424075.2292,66,2986,112,5791,987,24366,2949,"71,800"
GA,Seminole,31.069798,-84.942999,2014,1.6,2,424075.2292,66,2986,112,442905,334290,2369716,261784,"483,080"
GA,Wilkinson,32.865311,-83.313481,2019,2.3,3,424075.2292,66,2986,112,9312,4280,51112,6182,"114,220"
GA,Peach,32.501603,-83.880727,2018,10.8,15.1,424075.2292,66,2986,112,26907,12443,154458,18551,"218,950"
GA,Mitchell,31.291047,-84.130921,2015,195.5,268.8,424075.2292,66,2986,112,22778,11205,140253,16983,"131,730"
GA,Ware,31.183943,-82.323527,2020,3,4,424075.2292,66,2986,112,35671,22598,212544,25689,"130,100"
GA,Ware,31.18779,-82.324705,2019,1.9,2.5,424075.2292,66,2986,112,35671,22598,212544,25689,"130,100"
GA,Bleckley,32.399035,-83.344375,2020,1.7,2.3,424075.2292,66,2986,112,12835,2884,66020,7987,"157,980"
GA,Clay,31.561027,-84.894005,2022,106,151.4,424075.2292,66,2986,112,13483,6496,80064,10113,"167,320"
GA,Early,31.226789,-85.075309,2022,70,101,424075.2292,66,2986,112,10480,5587,69427,8407,"175,930"
GA,Bulloch,32.46651,-81.803884,2022,3,4,424075.2292,66,2986,112,73141,35360,381859,46131,"253,810"
GA,Sumter,32.044956,-84.173237,2022,1.8,1.8,424075.2292,66,2986,112,13285,4643,72632,9181,"95,410"
GA,Polk,34.01804,-85.029255,2023,2.6,3.6,424075.2292,66,2986,112,20290,9873,98302,9257,"154,040"
GA,Polk,34.041015,-85.224863,2023,3,3,424075.2292,66,2986,112,20290,9873,98302,9257,"154,040"
GA,Tattnall,32.066272,-82.133765,2022,3,3,424075.2292,66,2986,112,25260,6478,128096,15489,"138,850"
GA,Jeff Davis,31.705012,-82.738654,2020,86,122.8,424075.2292,66,2986,112,14953,7240,87705,10586,"132,770"
GA,Jeff Davis,31.728131,-82.726725,2023,107,107,424075.2292,66,2986,112,14953,7240,87705,10586,"132,770"
GA,Bulloch,32.387144,-81.81986,2023,3,3,424075.2292,66,2986,112,73141,35360,381859,46131,"253,810"
GA,Bulloch,32.387688,-81.816648,2023,3,3,424075.2292,66,2986,112,73141,35360,381859,46131,"253,810"
GA,Richmond,33.312139,-82.082909,2023,3,3,424075.2292,66,2986,112,201418,175110,954688,115540,"178,610"
GA,Upson,32.932986,-84.275699,2023,3,3,424075.2292,66,2986,112,26394,11274,141153,17070,"170,740"
GA,Elbert,34.055131,-82.717258,2023,40,40,424075.2292,66,2986,112,24225,5028,99704,12745,"706,380"
GA,Warren,33.367562,-82.681026,2023,80,80,424075.2292,66,2986,112,5504,1667,32102,3887,"104,580"
GA,Bryan,32.139707,-81.69649,2023,1.9,1.9,424075.2292,66,2986,112,34104,11976,192325,23281,"387,500"
HI,Kauai,21.901321,-159.582946,2012,5.76,7.2,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Kauai,21.902597,-159.450673,2014,12,14.2,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Kauai,22.129705,-159.305604,2015,12,14.5,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Honolulu,21.457067,-158.190377,2017,27.6,40.3,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.621491,-158.049705,2019,48.75,62.7,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.421742,-158.016105,2019,14.7,18,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.452533,-157.983863,2019,45.9,59.9,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.33782,-158.010766,2019,20,28,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Kauai,21.999456,-159.380583,2017,13,17,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Kauai,21.908509,-159.491269,2018,20,28,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Kauai,21.995917,-159.76058,2019,14,19.3,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Maui,20.765801,-156.92278,2008,1.2,1.2,65377.7,71,2905,90,162456,128290,346684,98185,"1,085,900"
HI,Honolulu,21.376257,-157.967978,2012,1,1.2,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.407335,-158.153195,2017,5,6.2,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.471222,-158.013951,2016,5,5,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.469234,-158.016246,2016,1.5,1.5,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Kauai,22.08025,-159.33243,2010,1,1.2,65377.7,71,2905,90,70447,54632,135423,45202,"1,013,980"
HI,Honolulu,21.680661,-157.984404,2020,3.5,6,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.322755,-158.044315,2014,5,6.1,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.315811,-158.105414,2012,1,1.2,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Maui,20.884955,-156.656472,2018,2.9,3.9,65377.7,71,2905,90,162456,128290,346684,98185,"1,085,900"
HI,Honolulu,21.366937,-157.98544,2015,10.2,14.3,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Honolulu,21.318986,-158.086743,2012,5,6,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
HI,Hawaii,19.899615,-155.765642,2020,30,30,65377.7,71,2905,90,193680,109122,375333,116176,"689,700"
HI,Honolulu,21.425294,-157.970542,2023,36,36,65377.7,71,2905,90,986999,717044,1913996,493589,"1,007,420"
ID,Ada,43.440923,-116.32853,2016,40,54.6,54394.12083,64,2993,120,425798,388430,1594940,164248,"598,950"
ID,Elmore,43.015967,-116.015811,2016,80,108,54394.12083,64,2993,120,80957,27615,450258,56951,"248,090"
ID,Owyhee,43.211407,-116.441859,2017,20,26,54394.12083,64,2993,120,11356,2958,60401,6220,"257,380"
ID,Elmore,43.147282,-115.721926,2017,20,28.5,54394.12083,64,2993,120,80957,27615,450258,56951,"248,090"
ID,Ada,43.468911,-116.289494,2017,20,26,54394.12083,64,2993,120,425798,388430,1594940,164248,"598,950"
ID,Elmore,43.325088,-115.939035,2017,20,26,54394.12083,64,2993,120,80957,27615,450258,56951,"248,090"
ID,Power,42.830953,-112.742728,2017,20,26,54394.12083,64,2993,120,7696,3438,30555,3147,"233,510"
ID,Power,42.825716,-112.749122,2017,20,26,54394.12083,64,2993,120,7696,3438,30555,3147,"233,510"
ID,Twin Falls,42.5382,-114.410983,2019,2,2,54394.12083,64,2993,120,80955,60584,341571,35175,"459,590"
ID,Twin Falls,42.200942,-114.630973,2022,120,155.9,54394.12083,64,2993,120,80955,60584,341571,35175,"459,590"
ID,Elmore,42.898192,-115.199159,2023,40,40,54394.12083,64,2993,120,80957,27615,450258,56951,"248,090"
IL,Cook,41.675037,-87.648625,2009,8.25,10,652782.525,56,2567,95,17103,6321,97102,11710,"162,580"
IL,LaSalle,41.146278,-88.754004,2012,20,22.8,652782.525,56,2567,95,111935,75844,399098,49160,"183,410"
IL,Winnebago,42.173694,-89.089009,2012,2.6,3.1,652782.525,56,2567,95,288896,236264,889715,111594,"201,910"
IL,Williamson,37.750577,-89.085189,2019,1.6,1.9,652782.525,56,2567,95,67336,47576,353936,42990,"174,130"
IL,Perry,38.196036,-89.56669,2021,99,132.3,652782.525,56,2567,95,9856,3111,48915,6181,"101,700"
IL,Champaign,40.286048,-88.133873,2016,1,2.2,652782.525,56,2567,95,206420,138711,790562,96077,"248,720"
IL,Champaign,40.137134,-88.292174,2020,1.6,2.1,652782.525,56,2567,95,206420,138711,790562,96077,"248,720"
IL,Champaign,40.081748,-88.244129,2015,4.7,5.8,652782.525,56,2567,95,206420,138711,790562,96077,"248,720"
IL,McHenry,42.165032,-88.463579,2020,1.9,2.2,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,McHenry,42.164531,-88.382301,2020,1.5,1.7,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,McHenry,42.185689,-88.408663,2020,1.3,1.6,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,Henderson,40.920168,-90.948528,2020,1.4,1.9,652782.525,56,2567,95,6966,1297,30345,3684,"113,470"
IL,Macoupin,39.34838,-89.794128,2021,2.7,2.7,652782.525,56,2567,95,46482,16056,224040,27259,"136,140"
IL,Peoria,40.693663,-89.97938,2020,2,2.8,652782.525,56,2567,95,186818,191593,691882,83998,"170,170"
IL,Will,41.455381,-87.751381,2019,1.6,2.1,652782.525,56,2567,95,685378,429284,1994086,250036,"354,690"
IL,Fayette,39.010629,-88.844125,2021,1.8,2.2,652782.525,56,2567,95,16783,6292,104504,13230,"134,510"
IL,Clinton,38.594511,-89.275223,2020,2,2.9,652782.525,56,2567,95,37858,18074,167795,20407,"200,530"
IL,DeKalb,41.925218,-88.671884,2021,2,2.8,652782.525,56,2567,95,70937,35408,358945,40409,"151,870"
IL,Vermilion,39.887006,-87.684583,2020,2,2.9,652782.525,56,2567,95,79613,49031,325728,39591,"98,380"
IL,LaSalle,41.53924,-89.148249,2020,2,2.5,652782.525,56,2567,95,111935,75844,399098,49160,"183,410"
IL,McHenry,42.290015,-88.406562,2021,2,2.9,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,Christian,39.512977,-89.037378,2021,1.5,2,652782.525,56,2567,95,33888,16108,148519,18078,"123,770"
IL,Kankakee,41.067411,-87.787797,2021,2,3,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,Boone,42.215613,-88.924489,2021,2,3,652782.525,56,2567,95,37301,24063,171012,17532,"190,230"
IL,Kankakee,41.208039,-87.83513,2021,2,3,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,Kankakee,41.102743,-87.977332,2021,2,3,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,Madison,38.81761,-89.996104,2021,2,2.8,652782.525,56,2567,95,349973,317160,2189561,211792,"365,380"
IL,Boone,42.42062,-88.848157,2020,2,2.7,652782.525,56,2567,95,37301,24063,171012,17532,"190,230"
IL,Richland,38.720328,-88.130118,2021,2,2.7,652782.525,56,2567,95,16072,10656,71983,8763,"115,920"
IL,Stephenson,42.338961,-89.639297,2020,2,2.5,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Morgan,39.613602,-90.223818,2020,2,2.9,652782.525,56,2567,95,119555,85474,749041,81687,"251,300"
IL,Jefferson,38.316404,-88.754196,2020,2,2.9,652782.525,56,2567,95,659096,625483,3562272,450040,"259,350"
IL,Jo Daviess,42.346554,-90.010995,2020,3.8,5.4,652782.525,56,2567,95,22186,12977,87465,12501,"205,170"
IL,Morgan,39.606062,-90.224387,2020,2,2.9,652782.525,56,2567,95,119555,85474,749041,81687,"251,300"
IL,McDonough,40.55327,-90.853788,2020,4,5.8,652782.525,56,2567,95,31727,17844,114213,13866,"114,630"
IL,Fayette,39.166321,-89.052684,2021,99,135.5,652782.525,56,2567,95,16783,6292,104504,13230,"134,510"
IL,Whiteside,41.770818,-89.836869,2020,2,2.7,652782.525,56,2567,95,57155,34409,216555,27159,"141,160"
IL,Iroquois,40.768545,-87.745644,2020,2,2.8,652782.525,56,2567,95,28814,12319,126350,15453,"143,870"
IL,Stephenson,42.31196,-89.908715,2020,2,2.7,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Marshall,41.032944,-89.398384,2020,2,2.9,652782.525,56,2567,95,94534,61516,516744,55884,"214,070"
IL,Kankakee,41.12543,-87.823537,2020,2,2.8,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,McHenry,42.218008,-88.499106,2020,2,2.9,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,McHenry,42.246195,-88.584226,2020,2,2.9,652782.525,56,2567,95,307083,175333,943241,118272,"335,670"
IL,Kankakee,41.09329,-87.871796,2020,2,2.9,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,Kankakee,41.192046,-87.667522,2020,2,2.9,652782.525,56,2567,95,111493,73056,354287,44375,"219,230"
IL,Will,41.471574,-88.043859,2020,2,2.3,652782.525,56,2567,95,685378,429284,1994086,250036,"354,690"
IL,Kane,41.954713,-88.480777,2020,2,2.9,652782.525,56,2567,95,526615,363646,1451119,181976,"364,460"
IL,Stephenson,42.373087,-89.810032,2020,2,2.6,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,St. Clair,38.591786,-90.183208,2020,1.8,1.8,652782.525,56,2567,95,86576,33693,497550,62977,"262,880"
IL,Whiteside,41.767198,-89.670188,2020,1,1.3,652782.525,56,2567,95,57155,34409,216555,27159,"141,160"
IL,Livingston,40.918966,-88.62574,2021,2,2.7,652782.525,56,2567,95,37278,22278,140727,17475,"147,990"
IL,Winnebago,42.161214,-89.041106,2021,2,2.9,652782.525,56,2567,95,288896,236264,889715,111594,"201,910"
IL,Clinton,38.588012,-89.148991,2021,2,2.8,652782.525,56,2567,95,37858,18074,167795,20407,"200,530"
IL,DeKalb,41.673783,-88.663773,2021,2,3,652782.525,56,2567,95,70937,35408,358945,40409,"151,870"
IL,Williamson,37.826757,-89.013105,2021,2,2.9,652782.525,56,2567,95,67336,47576,353936,42990,"174,130"
IL,Williamson,37.83411,-89.042012,2021,2,2.9,652782.525,56,2567,95,67336,47576,353936,42990,"174,130"
IL,Ogle,42.063123,-89.434284,2021,2,2.9,652782.525,56,2567,95,52034,25511,184156,23091,"201,180"
IL,LaSalle,41.116123,-88.862958,2021,2,3,652782.525,56,2567,95,111935,75844,399098,49160,"183,410"
IL,Stephenson,42.380419,-89.841179,2021,2,3,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Stephenson,42.370621,-89.79587,2021,2,3,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,DeKalb,41.953492,-88.832495,2021,2,3,652782.525,56,2567,95,70937,35408,358945,40409,"151,870"
IL,Cook,41.49324,-87.784517,2021,2,2.3,652782.525,56,2567,95,17103,6321,97102,11710,"162,580"
IL,DeKalb,41.694737,-88.659304,2021,2,3,652782.525,56,2567,95,70937,35408,358945,40409,"151,870"
IL,Williamson,37.789766,-89.063853,2021,2,2.9,652782.525,56,2567,95,67336,47576,353936,42990,"174,130"
IL,Macoupin,39.40448,-90.002527,2021,2,3,652782.525,56,2567,95,46482,16056,224040,27259,"136,140"
IL,Will,41.254285,-88.218532,2021,2,2.5,652782.525,56,2567,95,685378,429284,1994086,250036,"354,690"
IL,Grundy,41.19676,-88.304151,2021,2,2.9,652782.525,56,2567,95,50338,32204,171817,21430,"276,540"
IL,Whiteside,41.720244,-89.801846,2021,2,3,652782.525,56,2567,95,57155,34409,216555,27159,"141,160"
IL,Stephenson,42.354537,-89.836236,2021,2,3,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,St. Clair,38.485745,-90.014763,2021,9.9,13.3,652782.525,56,2567,95,86576,33693,497550,62977,"262,880"
IL,Vermilion,40.11222,-87.651577,2021,2,2.6,652782.525,56,2567,95,79613,49031,325728,39591,"98,380"
IL,Henry,41.427639,-90.154876,2015,0.9,1.2,652782.525,56,2567,95,17187,4967,108727,13752,"175,170"
IL,Franklin,37.902464,-88.87717,2021,2,2.8,652782.525,56,2567,95,31573,19247,168207,20663,"146,540"
IL,Morgan,39.820948,-90.547996,2021,2,3,652782.525,56,2567,95,119555,85474,749041,81687,"251,300"
IL,Morgan,39.821669,-90.551962,2021,2,2.9,652782.525,56,2567,95,119555,85474,749041,81687,"251,300"
IL,Will,41.388443,-87.590469,2021,2,3,652782.525,56,2567,95,685378,429284,1994086,250036,"354,690"
IL,Will,41.396539,-87.594808,2021,2,3,652782.525,56,2567,95,685378,429284,1994086,250036,"354,690"
IL,Whiteside,41.855295,-90.161859,2020,2,2.9,652782.525,56,2567,95,57155,34409,216555,27159,"141,160"
IL,Coles,39.550523,-87.977811,2021,200,255,652782.525,56,2567,95,52802,37568,218363,26514,"132,920"
IL,Whiteside,41.824697,-90.140709,2022,2,2.4,652782.525,56,2567,95,57155,34409,216555,27159,"141,160"
IL,Stephenson,42.20166,-89.608128,2023,1.6,1.6,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Knox,40.885179,-90.01776,2023,2,2,652782.525,56,2567,95,51752,30629,209955,25511,"111,150"
IL,Williamson,37.727017,-88.84792,2022,1.7,1.7,652782.525,56,2567,95,67336,47576,353936,42990,"174,130"
IL,Stephenson,42.20238,-89.611266,2022,1.6,1.6,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Ogle,42.022204,-89.361385,2022,2,2,652782.525,56,2567,95,52034,25511,184156,23091,"201,180"
IL,Kane,42.060469,-88.540144,2023,2,2,652782.525,56,2567,95,526615,363646,1451119,181976,"364,460"
IL,LaSalle,41.205917,-89.032755,2023,2,2,652782.525,56,2567,95,111935,75844,399098,49160,"183,410"
IL,LaSalle,41.172242,-89.026168,2023,2,2,652782.525,56,2567,95,111935,75844,399098,49160,"183,410"
IL,McLean,40.378554,-88.846075,2021,2,3,652782.525,56,2567,95,173254,153963,589291,71647,"256,860"
IL,Kane,41.823424,-88.338148,2020,2,2.8,652782.525,56,2567,95,526615,363646,1451119,181976,"364,460"
IL,DeKalb,41.962184,-88.661585,2020,2,2.7,652782.525,56,2567,95,70937,35408,358945,40409,"151,870"
IL,Bureau,41.337429,-89.301537,2020,20,20,652782.525,56,2567,95,33822,19720,144955,17729,"140,000"
IL,Winnebago,42.205923,-89.074738,2021,1.8,2.5,652782.525,56,2567,95,288896,236264,889715,111594,"201,910"
IL,Stephenson,42.45288,-89.636656,2021,2,2.4,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,Stephenson,42.314053,-89.598781,2021,2,2.4,652782.525,56,2567,95,46283,28758,166426,20868,"133,820"
IL,White,38.077854,-88.308304,2022,149,209.6,652782.525,56,2567,95,78823,43036,395354,40594,"214,880"
IN,Marion,39.73751,-86.218359,2014,7.89,10.5,273771.5417,55,2440,140,30239,15246,183618,23295,"121,800"
IN,Marion,39.797258,-86.224249,2014,8.82,11.2,273771.5417,55,2440,140,30239,15246,183618,23295,"121,800"
IN,Marion,39.661848,-85.984101,2013,10.1,13.9,273771.5417,55,2440,140,30239,15246,183618,23295,"121,800"
IN,Marion,39.653555,-86.260012,2013,8.6,11.9,273771.5417,55,2440,140,30239,15246,183618,23295,"121,800"
IN,Clay,39.520796,-87.180451,2015,5.2,7,273771.5417,55,2440,140,13483,6496,80064,10113,"167,320"
IN,St. Joseph,41.713161,-86.487229,2016,5.01,6.4,273771.5417,55,2440,140,267696,239753,963584,110014,"221,620"
IN,Howard,40.473646,-86.146488,2016,5.4,7,273771.5417,55,2440,140,13487,11644,61348,5848,"153,330"
IN,Madison,40.052376,-85.733379,2017,5,6.2,273771.5417,55,2440,140,349973,317160,2189561,211792,"365,380"
IN,Madison,40.140439,-85.68967,2017,8.1,10.2,273771.5417,55,2440,140,349973,317160,2189561,211792,"365,380"
IN,Montgomery,40.053118,-86.887459,2015,3,3.7,273771.5417,55,2440,140,227392,207764,1251966,158323,"186,970"
IN,Martin,38.818035,-86.879609,2017,17,24.3,273771.5417,55,2440,140,153592,113715,826317,84007,"513,490"
IN,Wayne,39.839126,-84.819939,2018,7.5,9.8,273771.5417,55,2440,140,30006,11531,160576,19381,"180,530"
IN,Wayne,39.839067,-84.828111,2019,6.7,8.7,273771.5417,55,2440,140,30006,11531,160576,19381,"180,530"
IN,Tipton,40.27782,-86.075872,2019,5.3,6.7,273771.5417,55,2440,140,15447,6740,84259,9346,"192,160"
IN,Madison,40.215785,-85.774196,2014,1,1.2,273771.5417,55,2440,140,349973,317160,2189561,211792,"365,380"
